name,handle,date,text,replys,retweets,likes
Rick Wilson,@TheRickWilson,2021-07-20 23:13:12+00:00,"Rick WilsonWhat if...and I'm just spitballing here -- what IF -- Everything Trump Touches Dies?
1.9K
3.8K
39.3K",1.9K,3.8K,39.3K
ACLU,@ACLU,2021-07-20 23:47:49+00:00,"ACLUNo matter which party is in power, the government cannot be trusted to label 'truth' or 'fiction' any more than Facebook or Twitter can. 

Remember when then-President Trump claimed COVID would just 'go away' without a vaccine?
cnn.com
White House reviewing Section 230 amid efforts to push social media giants to crack down on...
The White House is reviewing whether social media platforms should be held legally accountable for publishing misinformation via Section 230, a law that protects companies' ability to moderate...
2.3K
4K
11.5K",2.3K,4K,11.5K
Bill Kristol,@BillKristol,2021-07-21 00:39:10+00:00,"Bill KristolHas anyone used the headline, ""Brady Deflates Trump""?
342
1.8K
17.3K",342,1.8K,17.3K
Barbara Malmet,@B52Malmet,2021-07-21 01:33:26+00:00,"Barbara MalmetCan anyone name a single person around Trump who is not either a liar, a rapist, a pedophile, a grifter, or a felonious criminal?
1.4K
2.5K
11.6K",1.4K,2.5K,11.6K
Sandi Bachom,@sandibachom,2021-07-21 01:33:43+00:00,"Sandi BachomSo they got Kashoggi in exchange for helping Trump get elected?  Please don’t let this be true
558
3.3K
12.6K",558,3.3K,12.6K
NoelCaslerComedy,@caslernoel,2021-07-21 01:45:46+00:00,"NoelCaslerComedyHow much of that 1.5 billion that UAE paid Tom Barrack for US policy favors did Trump get a taste of?
463
4K
18.3K",463,4K,18.3K
TheLeoTerrell,@TheLeoTerrell,2021-07-21 04:39:19+00:00,"TheLeoTerrellDear Friends and Trump’s Supporters: Twitter has slowed my account to a crawl.  Shameful! #VoteTrump2024
703
2.9K
12.6K",703,2.9K,12.6K
Steve Schmidt,@SteveSchmidtSES,2021-07-21 10:53:45+00:00,"Steve SchmidtAssertions by Trump and his  legion of propagandists that the election was stolen are routinely described as “claims” by American media. They are not claims, they are lies, and the inability to distinguish the lie from truth, and to identify it as such is poisoning our democracy.
575
8.4K
34.1K",575,8.4K,34.1K
Joe Walsh,@WalshFreedom,2021-07-21 11:41:46+00:00,"Joe WalshThe people who accuse Dr Fauci of lying are also big Donald Trump supporters.

Ok.
342
860
8.1K",342,860,8.1K
Stephanie Winston Wolkoff,@SWinstonWolkoff,2021-07-21 12:16:18+00:00,"Stephanie Winston WolkoffTom Barrack is so integral to everything in Trump’s universe.  His arrest could affect the Trump family in a very significant way. 
@glennkirschner2
 @TheRickWilson
 @KlasfeldReports
297
1.7K
7.9K",297,1.7K,7.9K
Oliver Willis,@owillis,2021-07-21 12:27:20+00:00,"Oliver WillisBreitbart is having a total meltdown over Tom Brady's joke with Biden about Trump losing the election
371
1.6K
9.7K",371,1.6K,9.7K
Tom LoBianco,@tomlobianco,2021-07-21 14:02:12+00:00,"Tom LoBiancoMelania Trump after Trump McCain comment in 2015? She agreed, ""McCain isn't a war hero"" -- latest from our 
@thisisinsider
 2016 oral history of Trump and the GOP:
businessinsider.com
Melania Trump agreed with her husband that 'John McCain isn't a war hero,' a former aide says
Melania Trump told Donald Trump 'you're right' when he got home after making the controversial McCain comment in 2016, Corey Lewandowski said.
578
552
577",578,552,577
Jeff Tiedrich,@itsJeffTiedrich,2021-07-21 14:12:32+00:00,"Jeff TiedrichTrump won't be going to space, because you need to be an actual billionaire to do that. also he's a fucking coward
744
2.3K
22.1K",744,2.3K,22.1K
PoliticsVideoChannel,@politvidchannel,2021-07-21 14:35:04+00:00,"PoliticsVideoChannelformer Trump white house staffers are still struggling to find work
1K
841
5.1K",1K,841,5.1K
Ron Perlman,@perlmutations,2021-07-21 14:52:13+00:00,"Ron PerlmanYou antivaxers who are about to flood into the emergency rooms and teeter on deaths’door step. Just a reminder: Trump was the first one to get vaccinated because unlike YOUR life, he cares about his and his only!
893
5.3K
30.7K",893,5.3K,30.7K
Avenger Resister,@AvengerResister,2021-07-21 15:12:54+00:00,"Avenger ResisterChelsea Clinton who is 41 has done more for this country than trump has done in his entire life.
388
429
2.2K",388,429,2.2K
Andrea Junker,@Strandjunker,2021-07-21 16:02:44+00:00,"Andrea JunkerI don’t care about Barron Trump getting Secret Service protection until his birthday in March 2022, as long as he grows up happy, and gay, and marries a beautiful Mexican man.
435
1.4K
12.4K",435,1.4K,12.4K
Jenna Ellis,@JennaEllisEsq,2021-07-21 17:14:01+00:00,"Jenna Ellislol Pelosi just banned 
@Jim_Jordan
 and 
@RepJimBanks
 from serving on the Jan 6 select committee.

This is NOT about getting to the truth. It’s political persecution from Democrats.

They will stop at nothing to take down Trump.
665
2.8K
10.8K",665,2.8K,10.8K
Elie Honig,@eliehonig,2021-07-21 18:04:28+00:00,"Elie HonigKevin McCarthy, Jan. 13:

“The president bears responsibility for Wednesday’s attack on Congress by mob rioters. He should have immediately denounced the mob when he saw what was unfolding. These facts require immediate action by [Trump] to accept his share of responsibility.”
309
5.5K
12.8K",309,5.5K,12.8K
Aaron Rupar,@atrupar,2021-07-21 18:20:54+00:00,"Aaron RuparAsked about his mysterious phone call with Trump while the insurrection was ongoing, McCarthy quickly changes the topic to law enforcement failures
0:57
76.9K views
305
1K
3.2K",305,1K,3.2K
NoelCaslerComedy,@caslernoel,2021-07-21 18:37:30+00:00,"NoelCaslerComedyMcCarthy’s little meltdown was all for an audience of one. He got the script last week when he went up to Bedminster to change Trump’s diaper. 
@GOPLeader
391
5.3K
23.7K",391,5.3K,23.7K
Mollie,@MZHemingway,2021-07-21 19:40:21+00:00,"MolliePelosi put on commission *Adam Schiff* -- the politician who did the most to spread damaging lie that Trump stole 2016 election by colluding with Russia -- and Jamie Raskin, who objected to 2016 election. What were her pretend grounds for removing Jordan and Banks?
775
3.1K
8.2K",775,3.1K,8.2K
Rep. Jim Jordan,@Jim_Jordan,2021-07-21 20:42:17+00:00,"Rep. Jim JordanThere’s a crisis at the southern border. Crime’s soaring in every major city. The price of just about everything is increasing. 

And what are the Democrats doing about it? Nothing!

They’re too busy attacking President Trump.
1.9K
3K
12.9K",1.9K,3K,12.9K
Gunnery Sergeant Jessie Jane Duff,@JessieJaneDuff,2021-07-21 21:56:50+00:00,"Gunnery Sergeant Jessie Jane DuffThe impression is this article was published to make a gross attempt to degrade Melania Trump's exceptional legacy and positive public image as 1st Lady.

Military veterans hold Mrs Trump in the highest regard for her devotion to our community. She ALWAYS extends grace and class.
Tom LoBianco
@tomlobianco
 · Jul 21
UPDATE: Melania Trump office denies she said McCain not a war hero. ""Mrs. Trump respects and values all service men and women who have served and are currently serving our great Nation,"" her office said. twitter.com/tomlobianco/st…
1.9K
441
990",1.9K,441,990
Gerri,@Gkappell,2021-07-21 22:53:46+00:00,"GerriWould you support a trump pardon if he agreed to get on TV and get behind the vaccine effort and could bring the nation to 90% vaccinated as a condition of pardon?
10.2K
1.1K
1.8K",10.2K,1.1K,1.8K
Catalina Lauf,@CatalinaLauf,2021-07-21 23:55:00+00:00,"Catalina LaufToday Nancy Pelosi proved the January 6th committee is nothing but a political game.

The Speaker only wants Republicans who voted to impeach President Trump on the committee.

That's why Liz Cheney, and my opponent Adam Kinzinger, continue to defend this endless witch hunt.
337
678
2.3K",337,678,2.3K
Angry Staffer,@Angry_Staffer,2021-07-22 10:51:43+00:00,"Angry StafferI don’t think “it’s shameful that Nancy Pelosi didn’t have the national guard at the Capitol for the tourist event that definitely wasn’t an insurrection inspired by Trump” is the winning argument McCarthy thinks it is
403
3.8K
22.8K",403,3.8K,22.8K
David Corn,@DavidCornDC,2021-07-22 12:04:40+00:00,"David CornAt 98, Bob Dole  frets the nation has “lost something” re its ability to have a productive political discourse. But by endorsing and supporting Trump, he helped bring about the political environment he now bemoans. 
https://usatoday.com/story/news/politics/2021/07/22/98-bob-dole-reckons-legacy-trump-ponders-future-gop/7995412002/… via 
@usatoday
usatoday.com
At 98 and facing cancer, Bob Dole reckons with legacy of Trump and ponders future of GOP
""I'm a Trumper,"" said Dole, the only former GOP presidential nominee to attend Trump's convention in 2016. But he added, ""I'm sort of Trumped out.""
263
917
4.1K",263,917,4.1K
Manu Raju,@mkraju,2021-07-22 12:49:08+00:00,"Manu RajuTrump “lost the election, and I regret that he did, but they did,"" Dole says to ⁦⁦
@SusanPage
⁩. “He had Rudy Giuliani running all over the country, claiming fraud. He never had one bit of fraud in all those lawsuits he filed and statements he made”
usatoday.com
At 98 and facing cancer, Bob Dole reckons with legacy of Trump and ponders future of GOP
""I'm a Trumper,"" said Dole, the only former GOP presidential nominee to attend Trump's convention in 2016. But he added, ""I'm sort of Trumped out.""
646
2.1K
6.1K",646,2.1K,6.1K
Matt Schlapp,@mschlapp,2021-07-22 13:00:42+00:00,"Matt SchlappSo Dems are using their power to go after anyone who stood by Trump:  now it is Rudy his lawyer, then his CFO, now the chairman of his inaugural. Maybe there was wrongdoing but maybe it’s more who they are. All this while Hillary, Hunter, Comey and McCabe sip wine at the Beach.
579
1K
3.2K",579,1K,3.2K
Jake Lobin,@JakeLobin,2021-07-22 13:40:25+00:00,"Jake LobinMelania Trump was the WORST First Lady that America has ever had. 

Period.
1K
2.9K
19.6K",1K,2.9K,19.6K
BrooklynDad_Defiant!,@mmpadellan,2021-07-22 13:58:23+00:00,"BrooklynDad_Defiant!Racist birther Melania trump married a 5-time draft dodger, so she doesn't get to weigh in on whether or not John McCain was a war hero.

She should just go away.
680
4.7K
30K",680,4.7K,30K
Rep. Eric Swalwell,@RepSwalwell,2021-07-22 14:18:00+00:00,"Rep. Eric SwalwellThis is Kevin McCarthy’s GOP. He created an environment where you must dishonor the police to honor Trump. Why can’t 
@GOPLeader
 denounce this?
Greg Kelly--LET'S GO BRANDON!
@gregkellyusa
 · Jul 22
January 6th?  What did NANCY know and when did she know it.  Who shot Ashli Babbit?  And since when did the DC Police Dept let unhinged Gangbangers like ""Fanone"" (see TATS) join ""the force"" ----something is Very ROTTEN
401
1.4K
5.9K",401,1.4K,5.9K
TheSadTruth,@ReportsDaNews,2021-07-22 14:35:31+00:00,"TheSadTruthWho else would love to see Kevin McCarthy called by the January 6th committee to testify about his phone call with Trump? 
386
1K
4.5K",386,1K,4.5K
Businessweek,@BW,2021-07-22 15:20:26+00:00,"BusinessweekThis guy spent $30 million building a 3-mile stretch of Trump’s border wall. Now he'd like to get paid
bloomberg.com
The Guy Who Spent $30 Million Building Trump’s Wall Is Looking for Buyers
When Tommy Fisher heard the call for a big, beautiful wall, he erected a 3-mile fence along the Rio Grande. Now all he needs is someone to buy it back.
4.8K
6.9K
4.3K",4.8K,6.9K,4.3K
Covie,@covie_93,2021-07-22 16:38:32+00:00,"CovieThey really expect us to believe that Speaker Pelosi is responsible for a mob of trump supporters taking over Capitol and trying to kill her???
520
958
4.9K",520,958,4.9K
Brian Fallon,@brianefallon,2021-07-22 16:47:14+00:00,"Brian FallonIn a new letter sent to the Senate, the FBI admits it never meaningfully investigated the claims against Brett Kavanaugh because it was only empowered to talk to people that were approved by the Trump White House.
nytimes.com
Details on F.B.I. Inquiry Into Kavanaugh Draw Fire From Democrats
The F.B.I. said some of the 4,500 tips it received about Justice Brett Kavanaugh were given to the Trump White House, leading some Democrats to call the process a sham.
1.6K
13.5K
21.7K",1.6K,13.5K,21.7K
Tim Dillon,@TimJDillon,2021-07-22 17:35:29+00:00,"Tim DillonThe Trump cult is like the Bitcoin cult. This is the era of cults. Even the people who talk about individual freedom constantly HAVE BECOME A CULT. There’s no escaping it. We all find families and meaning somewhere. Human nature to need to contextualize void and find some hope.
382
388
3.7K",382,388,3.7K
Joyce Alene,@JoyceWhiteVance,2021-07-22 17:51:08+00:00,"Joyce AleneFBI tells Senators “the most “relevant” of the 4,500 tips the agency received during an investigation into Mr. Kavanaugh’s past were referred to White House lawyers in the Trump administration, whose handling of them remains unclear”
nytimes.com
Details on F.B.I. Inquiry Into Kavanaugh Draw Fire From Democrats
The F.B.I. said some of the 4,500 tips it received about Justice Brett Kavanaugh were given to the Trump White House, leading some Democrats to call the process a sham.
798
5.3K
10.1K",798,5.3K,10.1K
Rep. Eric Swalwell,@RepSwalwell,2021-07-22 20:36:53+00:00,"Rep. Eric SwalwellHammer finds nail. 
@dailykos
 calls out 
@foxnews
 for spending 25 hours a day lying about me and anyone who opposes Trump.

That. Won’t. Stop. Me.
m.dailykos.com
Avenging Trump? The Lying FOX News Crusade Against Eric Swalwell is in Full Swing
Rep. Eric Swalwell of California has distinguished himself as one of the most effective voices opposing the criminal activities of Donald Trump. He was outspoken during the investigations of Trump'...
891
1.8K
8.3K",891,1.8K,8.3K
Christine Pelosi,@sfpelosi,2021-07-22 20:51:38+00:00,"Christine PelosiAsking again … 

Why Kavanaugh?
Who paid his debts?
Why did Trump think Kavanaugh would shield his tax returns? 
What did Trump say that stopped Justice Kennedy in his tracks?
From 
Eleven Films
500
4.9K
10.8K",500,4.9K,10.8K
10 Star Admiral Supreme Health Secretary,@dirtydiscooo,2021-07-22 21:50:29+00:00,"10 Star Admiral Supreme Health SecretaryWould you take the vaccIne if Trump was still president?
6.1K
1K
2.5K",6.1K,1K,2.5K
NoelCaslerComedy,@caslernoel,2021-07-22 22:34:42+00:00,"NoelCaslerComedyToday’s news that the FBI turned some of the 4500(!) tips about Kavanaugh over to the WH puts Trump’s comments that he ‘Saved his life’ in a new light doesn’t it?
441
9.6K
38.3K",441,9.6K,38.3K
DeathMetalViking,@DeathMetalV,2021-07-22 23:14:54+00:00,"DeathMetalVikingTrump's PAC has collected $75 million from donors for ballot review but has put $0 towards it.  

81,268,924 Americans saw that coming.
380
5.2K
21.7K",380,5.2K,21.7K
Ishaan Tharoor,@ishaantharoor,2021-07-22 23:17:34+00:00,"Ishaan TharoorThe reverse argument — that Trump voters ought to have empathy for those who did not vote for him — is never made. Why?
Washington Post Opinions
@PostOpinions
 · Jul 22
Stop insulting Trump voters and their concerns, @AbernathyGary writes. Talk to them. https://wapo.st/3BvvFAb
321
2.7K
14.4K",321,2.7K,14.4K
Donald Trump Jr.,@DonaldJTrumpJr,2021-07-22 23:30:57+00:00,"Donald Trump Jr.LOL, hey ⁦
@ABC
⁩ even I’d tune in to see ⁦
@kimguilfoyle
⁩ do this. Kim vs the other 4 doesn’t seem like a fair fight though. You may need a few more libs. 

Chaos behind the scenes at The View as the show scrambles to find a 'Trump Republican'
dailymail.co.uk
The View scrambles to find a 'Trump Republican' to replace McCain
An insider tells DailyMail.com that Joy Behar has been 'openly moaning' about McCain's exit as it's 'finally hit her' that the replacement could be further right on the political spectrum.
2.4K
985
4.6K",2.4K,985,4.6K
Nick Adams,@NickAdamsinUSA,2021-07-23 03:49:21+00:00,"Nick AdamsJill Biden is bad news for America.

The VAST majority of people across the world are clamoring for Donald and Melania Trump back in the White House!
830
491
1.5K",830,491,1.5K
Nurse Lioness,@CardioFixer,2021-07-23 07:39:51+00:00,"Nurse LionessI am a Trump loving, Trump backing, Trump supporting conservative. You can unfollow me if you don’t like it.
495
1.3K
10.3K",495,1.3K,10.3K
PoliticsVideoChannel,@politvidchannel,2021-07-23 12:37:42+00:00,"PoliticsVideoChannelTrump used the $75 million he collected on his PAC for  ""election integrity"" on himself
487
1.9K
4.4K",487,1.9K,4.4K
Marjorie Taylor Greene,@mtgreenee,2021-07-23 13:37:34+00:00,"Marjorie Taylor GreeneSpeaker Nancy Pelosi is the one responsible for ignoring Intel about J6 & NOT securing the Capitol!

She is unhinged in her political warfare against Trump & his supporters.

She only plans to use her J6 committee to persecute R’s.

She is mentally unfit to be Speaker!
2.2K
5K
15.1K",2.2K,5K,15.1K
Kyle Griffin,@kylegriffin1,2021-07-23 15:30:00+00:00,"Kyle GriffinAttorneys for Christine Blasey Ford: The FBI's Brett Kavanaugh inquiry was ""a sham and a major institutional failure.""

""Because the FBI and Trump's White House Counsel hid the ball on this, we do not know how many of those 4,500 tips were consequential.""
383
5.6K
22.4K",383,5.6K,22.4K
Ted Lieu,@tedlieu,2021-07-23 15:42:33+00:00,"Ted LieuProsecutors apparently had enough evidence to charge Trump Inaugural Chair Tom Barrack with serious felonies well before 2021. Did AG Barr or US Attorney inappropriately suppress his case or other cases? 
@RepKathleenRice
 & I requested IG to investigate.
cnn.com
Two Democrats in Congress call on Justice Department watchdog to investigate if Barrack case 'was...
Two Democratic members of Congress are asking the Justice Department's inspector general to open an investigation into whether the probe of Trump ally Tom Barrack, indicted earlier this week, ""was...
335
1.9K
6.5K",335,1.9K,6.5K
Aaron Rupar,@atrupar,2021-07-23 16:43:46+00:00,"Aaron Rupar""The vaccine created by President Trump"" 

(Trump, uh, did not ""create"" the vaccine)
880
890
5.3K",880,890,5.3K
Chuck Callesto,@ChuckCallesto,2021-07-23 16:52:09+00:00,"Chuck CallestoBREAKING REPORT: MSNBC's Mika Brzezinski IS NOW DEMANDING Trump supporters be ""deprogrammed""...
962
1.5K
2K",962,1.5K,2K
David Fahrenthold,@Fahrenthold,2021-07-23 20:50:49+00:00,"David FahrentholdWe reported this last week, but here it is in black and white: formally, the Trump Organization is now controlled by a single person, Donald Trump Jr.
1.1K
3.6K
8.7K",1.1K,3.6K,8.7K
Lowkey Rey 2.0,@AtlRey,2021-07-23 21:20:21+00:00,"Lowkey Rey 2.0Larry Elder leading the field of candidates in 2 polls in CA makes me wonder if Trump really did win that state in 2020.
369
1.6K
6.3K",369,1.6K,6.3K
Tea Pain,@TeaPainUSA,2021-07-23 21:43:47+00:00,"Tea PainPOLL:  If Trump runs again in 2024, can he win?
Yes
17.6%
No
82.4%
19,402 votes
·
Final results
655
357
597",655,357,597
Acyn,@Acyn,2021-07-23 21:44:09+00:00,"AcynJessica: We cannot have this conversation and completely ignore the fact that Trump children, Ivanka and Jared… made hundreds of millions of dollars while they were serving in government posts
1K
5.2K
23.9K",1K,5.2K,23.9K
Mayo,@MayoIsSpicyy,2021-07-23 22:25:21+00:00,"MayoThe Trump crime family is fucked.
371
390
3.1K",371,390,3.1K
Agolf Twitler Slayer,@bblock29,2021-07-23 23:36:26+00:00,"Agolf Twitler SlayerTrump's PAC Money, $75 million collected from suckers so far, is not going to fund investigating his so-called ""election audits"".

What do you think he is really using the money for?

#TrumpCrimeFamily
412
475
1.6K",412,475,1.6K
Hamish Mitchell,@H_MitchellPhoto,2021-07-24 10:58:39+00:00,"Hamish MitchellDon Jr being put in charge of the Trump Organization tells me that he’s the designated fall guy. He just doesn’t know it yet.
287
922
5.6K",287,922,5.6K
Don Diego de la Vega,@wojiaoLaoDen,2021-07-24 11:10:15+00:00,"Don Diego de la VegaWelcome to the Trump University alumni association.
Occupy Democrats
@OccupyDemocrats
 · Jul 24
Best caption wins.
289
310
1.4K",289,310,1.4K
Cher,@cher,2021-07-24 12:44:12+00:00,"CherLISTENING 2 SAM COOK’S “A CHANGE IS GONNA COME”,& . WONDER WHAT HE’D THINK ABOUT 1/3 OFRIPPING FREEDOM FROM
BLK,BROWN,OLD,POOR.
GOP KNOW THEY CANT WIN DEMOCRATIC WAY SO THEY’LL DO IT BY WHITE DOMINANCE”INSTEAD OF IDEAS THEY 
HAVE HATE.trump WILL KILLIF WE DONT VOTE
IN’22
GIF
828
2K
6.3K",828,2K,6.3K
Rob Reiner,@robreiner,2021-07-24 13:34:18+00:00,"Rob ReinerSo far Donald Trump has proven that Crime pays. If we are left with that, we can not claim we are a Country that respects the Rule of Law.
1.1K
7.2K
37.5K",1.1K,7.2K,37.5K
Tom Scott,@Tom___Scott,2021-07-24 13:35:22+00:00,"Tom ScottNor surprised to see a 'Trump 2024' flag at the so-called #freedomrally in London. 

These crowds always include a large far-right element, as well as deluded #COVIDIOTS who have watched too many dodgy Youtube videos.
1.4K
5.7K
10.8K",1.4K,5.7K,10.8K
Chicago1Ray,@Chicago1Ray,2021-07-24 14:05:46+00:00,"Chicago1RayI wanna know by how much Trump won in (AZ) (GA) (PA) (MI) (WI) (NV) don't you
482
2.3K
7.9K",482,2.3K,7.9K
Wendy Rogers,@WendyRogersAZ,2021-07-24 14:33:00+00:00,"Wendy RogersWendy's husband Hal here. Happy Birthday to my wife Wendy of 43 years, who makes our lives exciting as we fight for our country. We’ll be with President Trump on her birthday this Saturday July 24th in Arizona. I’m so proud of my wife. Did I mention there’s never a dull moment?
1K
935
5.9K",1K,935,5.9K
Ron Filipkowski,@RonFilipkowski,2021-07-24 18:19:23+00:00,"Ron FilipkowskiOutside the Trump rally in AZ today. I think my favorite part is the socks.
2K
751
2.1K",2K,751,2.1K
RSBN,@RSBNetwork,2021-07-24 18:33:13+00:00,"RSBN President Donald Trump Speaks at ‘Rally To Protect Our Elections’ in Phoenix, AZ
RSBN
@RSBNetwork
 President Donald Trump Speaks at ‘Rally To Protect Our Elections’ in Phoenix, AZ
464
2K
4.8K",464,2K,4.8K
Palmer Report,@PalmerReport,2021-07-24 19:24:23+00:00,"Palmer ReportThe right hates me because I exposed Trump.

The far left hates me because I shoot down their lies about the Democrats.

The middle thinks I’m fake news because the right and far left told them I am.

The defeatists hate me because I don’t play that game.

Being honest sucks 
412
508
3.3K",412,508,3.3K
PoliticsVideoChannel,@politvidchannel,2021-07-24 20:26:30+00:00,"PoliticsVideoChannelBREAKING: Rudy Giuliani and Trump could be facing criminal investigation in Arizona for effort to overturn the 2020 election
361
1.6K
7.5K",361,1.6K,7.5K
Steve Schmidt,@SteveSchmidtSES,2021-07-24 20:34:43+00:00,"Steve SchmidtBritish Writer Pens The Best Description Of Trump I’ve Read - London Daily. BRILLIANT 
londondaily.com
British Writer Pens The Best Description Of Trump I’ve Read - London Daily
“Why do some British people not like Donald Trump?” Nate White, an articulate and witty writer
393
1.9K
4.2K",393,1.9K,4.2K
Charlie Kirk,@charliekirk11,2021-07-24 21:02:29+00:00,"Charlie KirkDonald Trump is pulling bigger crowds after leaving office than Joe Biden has since he took office—or at any point during the campaign.

And to Republicans, take note—this is a rally to SECURE OUR ELECTIONS.

Listen to your base. Secure the vote.
From 
Students For Trump
553
3.2K
10.2K",553,3.2K,10.2K
Aaron Rupar,@atrupar,2021-07-24 22:16:06+00:00,"Aaron RuparRep. Andy Biggs claims Donald Trump will return to the presidency in 2024 ""if not sooner""
0:38
288K views
632
488
1.1K",632,488,1.1K
Middle Age Riot,@middleageriot,2021-07-24 22:19:51+00:00,"Middle Age RiotForecast for Trump rally in Phoenix:

Temperatures in the 80s, IQs slightly lower.

#TrumpRally
318
1.6K
8.4K",318,1.6K,8.4K
Barbara Malmet,@B52Malmet,2021-07-24 22:24:29+00:00,"Barbara Malmet29 minutes west of St. Louis today a MAGAT caravan of 30
trucks carrying signs, waving flags, some saying “Fu*k Biden”.   I was in countless protests for four years. Not one of my signs said “Fu*k Trump”.
535
698
2.9K",535,698,2.9K
Mona,@Monaheart1229,2021-07-24 22:28:44+00:00,"MonaPer Arizona Central: 
1479 new Covid cases 
910 of them are hospitalized
7 new Covid deaths
Yet attendees in line for the #TrumpRally today screamed ""no masks!"" at the (masked) press 
In 2 weeks the surge will be incredible
It's a super-spreader hate event 
Trump. Doesn't. Care.
457
1.2K
3.6K",457,1.2K,3.6K
First Words,@unscriptedmike,2021-07-24 22:44:07+00:00,"First WordsHave you seen those crowds at the #TrumpRally in Arizona? That’s just a representative sample of the sentiment of America. Trump’s there to talk about election integrity, as states across the nation have already heard him and have passed new laws to prevent democrat cheating.
432
470
1K",432,470,1K
President Joe,@rob13567,2021-07-24 22:47:39+00:00,"President JoeThese people are sending Trump their money because they think he's fighting for them. He's pocketing every cent. #TrumpRally
522
830
3K",522,830,3K
Aaron Rupar,@atrupar,2021-07-24 22:54:53+00:00,"Aaron RuparTrump's introduction at the ""Rally to Protect Our Elections"" in Phoenix is beyond parody
1.9K
2.2K
7.5K",1.9K,2.2K,7.5K
Aaron Rupar,@atrupar,2021-07-24 23:33:24+00:00,"Aaron RuparTrump is out here just making stuff up in hopes of snowing people into believing the election was stolen from him
325
424
2.1K",325,424,2.1K
Rick Wilson,@TheRickWilson,2021-07-24 23:41:26+00:00,"Rick WilsonThe Trump speech at the Lil Facists Conference is absolute pure, weapons-grade horseshit in a slurry mendacious nonsense.

And millions of Americans are shoveling it down like ice cream on a hot day.
509
2.9K
15.1K",509,2.9K,15.1K
Jeff Sharlet,@JeffSharlet,2021-07-24 23:42:01+00:00,"Jeff SharletTrump now claiming that countless mail carriers threw away his ballots because mail carriers are Democrats who ""like their pensions."" So now pensions are part of the deep state, too.
914
1.9K
10.6K",914,1.9K,10.6K
Aaron Rupar,@atrupar,2021-07-24 23:43:15+00:00,"Aaron RuparTrump suggests he'll be returned to office following state-level audits of the 2020 election (he won't be returned to office)
1.2K
1K
4.3K",1.2K,1K,4.3K
Jenna Ellis,@JennaEllisEsq,2021-07-24 23:46:12+00:00,"Jenna EllisTrump is right. Pence should have sent back the certifications to the state legislatures, asking whether they were done according to the states' laws.

That's what we advocated for.

Pence was a coward at his moment in history to stand up for integrity. #TrumpRallyArizona
1.2K
5.6K
22.7K",1.2K,5.6K,22.7K
Aaron Rupar,@atrupar,2021-07-24 23:47:19+00:00,"Aaron RuparTrump threatens that if Republicans don't amplify his (false) claims about election fraud, Republican voters won't want to vote for Republican candidates in future elections
629
707
2.4K",629,707,2.4K
Jim Acosta,@Acosta,2021-07-24 23:47:34+00:00,"Jim AcostaA Trump supporter once told me “if I die I die.” Here’s a thought. Don’t die. Live. My thoughts on how to end our Foxed-up pandemic.
youtube.com
Jim Acosta: Fox News viewers may have a case of whiplash
As Fox News changes some of its messaging on the coronavirus vaccine and Dr. Anthony Fauci, CNN's Jim Acosta calls out the network's delay in giving the trut...
928
2.3K
12K",928,2.3K,12K
Aaron Rupar,@atrupar,2021-07-24 23:54:01+00:00,"Aaron RuparTrump calls the Green New Deal ""Green new bullshit,"" then lies that it would result in the abolition of windows, cows, and eventually people
0:45
150.5K views
437
710
2.6K",437,710,2.6K
Liz Harrington,@realLizUSA,2021-07-24 23:57:36+00:00,"Liz HarringtonPresident Trump is on fire 
1.3K
1.1K
9K",1.3K,1.1K,9K
Aaron Rupar,@atrupar,2021-07-25 00:08:39+00:00,"Aaron RuparTrump still thinks you need an ID to buy groceries
315
641
3.1K",315,641,3.1K
Acyn,@Acyn,2021-07-25 00:11:44+00:00,"AcynTrump: You know what it’s called? Disinformation. They make up a lot of crap and they say it over and over and over…
1K
700
2K",1K,700,2K
Ron Filipkowski,@RonFilipkowski,2021-07-25 00:12:38+00:00,"Ron FilipkowskiI realize people hate Trump clips. I watch every speech, interview, and read every statement. I never post the statements and almost never post clips. But he is the greatest threat to our democracy and republic, and we must be aware of what he doing, and hyper-vigilant about it.
292
1.1K
7.5K",292,1.1K,7.5K
Lindy Li,@lindyli,2021-07-25 00:15:33+00:00,"Lindy LiTrump’s PAC has collected $75 million this year for “ballot review”

He’s *checks notes* living off this money, spending $0 on ballot review

Yet these idiots at the #TrumpRally are still like “TAKE MY MONEY”

We need nationwide cult deprogramming or this shit will never end.
465
3.2K
11.6K",465,3.2K,11.6K
Ronna McDaniel,@GOPChairwoman,2021-07-25 00:21:08+00:00,"Ronna McDanielLike President Trump, the RNC is working to protect the vote!

We are defending election integrity laws against bad Democrat lawsuits in the courts & holding Democrats accountable on the airways.

Americans want transparency & commonsense provisions that ensure #electionintegrity
1.6K
690
2.1K",1.6K,690,2.1K
Aaron Rupar,@atrupar,2021-07-25 00:24:49+00:00,"Aaron RuparTrump says the only reason he made Mark Milley chairman of the Joint Chiefs is because John Kelly and Mattis, both of whom worked for him, didn't like him -- so he decided to do the opposite of what they wanted
328
475
1.9K",328,475,1.9K
